time;Azimut:;Inclinazione:;Rotolio:
18,372756;148,449;14,804;-36,275
18,389997;152,766;14,804;-36,275
18,406318;166,324;19,740;-41,342
18,407382;166,324;19,740;-41,342
18,409704;170,100;19,740;-41,342
18,425821;-174,267;20,781;-48,123
18,427006;-174,267;20,781;-48,123
18,430050;-174,558;20,781;-48,123
18,444224;-152,113;11,237;-53,682
18,444916;-152,113;11,237;-53,682
18,449214;-148,227;11,237;-53,682
18,463700;-115,335;4,079;-55,756
18,464331;-115,335;4,079;-55,756
18,469230;-104,490;4,079;-55,756
18,484100;-114,940;5,246;-55,006
18,484609;-114,940;5,246;-55,006
18,488853;-83,773;5,246;-55,006
18,502668;-99,959;7,366;-56,493
18,503210;-99,959;7,366;-56,493
18,509071;-81,419;7,366;-56,493
18,522805;-68,559;6,068;-55,608
18,523498;-68,559;6,068;-55,608
18,529397;-47,043;6,068;-55,608
18,541334;-46,601;2,882;-58,958
18,541905;-46,601;2,882;-58,958
18,550131;-38,077;2,882;-58,958
18,561142;-41,288;-5,652;-67,513
18,561710;-41,288;-5,652;-67,513
18,568788;-37,045;-5,652;-67,513
18,580618;-37,889;-10,596;-71,566
18,581176;-37,889;-10,596;-71,566
18,589337;-37,946;-10,596;-71,566
18,600593;-36,379;-5,325;-66,740
18,601160;-36,379;-5,325;-66,740
18,609016;-36,660;-5,325;-66,740
18,619830;-32,049;-4,284;-62,813
18,620509;-32,049;-4,284;-62,813
18,629178;-32,038;-4,284;-62,813
18,639230;-28,545;-7,151;-61,979
18,639784;-28,545;-7,151;-61,979
18,649739;-29,877;-7,151;-61,979
18,658681;-30,785;-9,811;-64,069
18,659205;-30,785;-9,811;-64,069
18,669984;-31,975;-9,811;-64,069
18,678947;-28,546;-11,206;-61,912
18,679432;-28,546;-11,206;-61,912
18,688652;-27,443;-11,206;-61,912
18,699285;-22,106;-9,851;-57,348
18,699798;-22,106;-9,851;-57,348
18,708762;-22,899;-9,851;-57,348
18,717339;-18,713;-8,591;-54,051
18,717997;-18,713;-8,591;-54,051
18,728759;-19,637;-8,591;-54,051
18,737404;-18,271;-8,372;-53,114
18,738072;-18,271;-8,372;-53,114
18,749208;-18,683;-8,372;-53,114
18,756577;-17,818;-7,564;-52,344
18,757083;-17,818;-7,564;-52,344
18,769239;-21,495;-7,564;-52,344
18,776153;-14,027;-6,695;-48,094
18,776683;-14,027;-6,695;-48,094
18,789105;-12,991;-6,695;-48,094
18,795895;-0,898;-5,049;-42,800
18,796432;-0,898;-5,049;-42,800
18,809447;-3,692;-5,049;-42,800
18,816458;4,432;-3,973;-40,108
18,817056;4,432;-3,973;-40,108
18,830016;2,190;-3,973;-40,108
18,835629;9,986;-4,056;-37,781
18,836251;9,986;-4,056;-37,781
18,849215;7,744;-4,056;-37,781
18,855370;18,815;-3,917;-35,127
18,855950;18,815;-3,917;-35,127
18,869977;18,759;-3,917;-35,127
18,874266;32,927;-3,108;-32,200
18,874760;32,927;-3,108;-32,200
18,889406;44,443;-3,108;-32,200
18,893891;60,294;-2,124;-29,241
18,894447;60,294;-2,124;-29,241
18,909190;71,048;-2,124;-29,241
18,913780;60,199;-3,602;-30,539
18,914307;60,199;-3,602;-30,539
18,929550;86,349;-3,602;-30,539
18,933348;81,582;-4,141;-31,900
18,934054;81,582;-4,141;-31,900
18,949208;99,751;-4,141;-31,900
18,952789;102,695;-3,018;-28,983
18,953413;102,695;-3,018;-28,983
18,969616;118,460;-3,018;-28,983
18,972165;119,343;0,533;-23,083
18,972787;119,343;0,533;-23,083
18,989348;125,531;0,533;-23,083
18,991361;129,433;4,840;-20,776
18,991922;129,433;4,840;-20,776
19,009111;137,086;4,840;-20,776
19,010278;134,191;7,187;-16,219
19,010809;134,191;7,187;-16,219
19,029374;138,681;7,187;-16,219
19,030307;135,341;12,000;-9,033
19,030814;135,341;12,000;-9,033
19,050401;141,626;12,000;-9,033
19,051255;134,245;18,561;4,466
19,051797;134,245;18,561;4,466
19,070195;124,641;26,350;24,196
19,070778;124,641;26,350;24,196
19,071459;128,167;26,350;24,196
19,089330;117,552;32,368;45,714
19,089914;117,552;32,368;45,714
19,090581;122,329;32,368;45,714
19,108154;113,255;29,979;71,095
19,108774;113,255;29,979;71,095
19,109432;116,643;29,979;71,095
19,128046;118,750;21,110;91,037
19,128611;118,750;21,110;91,037
19,129240;121,221;21,110;91,037
19,148030;127,637;9,064;90,617
19,148647;127,637;9,064;90,617
19,149275;128,275;9,064;90,617
19,167639;128,276;-0,385;54,288
19,168237;128,276;-0,385;54,288
19,169280;129,111;-0,385;54,288
19,187108;137,256;1,525;24,970
19,187739;137,256;1,525;24,970
19,188945;137,434;1,525;24,970
19,206463;140,000;-0,344;18,385
19,206988;140,000;-0,344;18,385
19,208769;139,408;-0,344;18,385
19,226111;138,054;1,091;22,126
19,226679;138,054;1,091;22,126
19,230338;136,988;1,091;22,126
19,247393;137,214;5,374;25,219
19,248047;137,214;5,374;25,219
19,249192;136,084;5,374;25,219
19,265235;139,150;9,066;22,197
19,265938;139,150;9,066;22,197
19,269364;138,275;9,066;22,197
19,284827;142,436;9,814;16,147
19,285695;142,436;9,814;16,147
19,289749;140,415;9,814;16,147
19,304357;151,286;7,893;2,182
19,304921;151,286;7,893;2,182
19,309219;149,593;7,893;2,182
19,323817;152,412;1,315;-3,731
19,324389;152,412;1,315;-3,731
19,329794;148,223;1,315;-3,731
19,343437;144,508;-4,476;-4,593
19,343956;144,508;-4,476;-4,593
19,349362;143,228;-4,476;-4,593
19,363510;141,946;-6,987;-5,626
19,364079;141,946;-6,987;-5,626
19,369418;144,158;-6,987;-5,626
19,382548;144,785;-9,698;-8,223
19,383134;144,785;-9,698;-8,223
19,389514;146,409;-9,698;-8,223
19,402119;147,062;-12,771;-10,918
19,402728;147,062;-12,771;-10,918
19,409298;148,198;-12,771;-10,918
19,421744;144,566;-14,822;-10,529
19,422368;144,566;-14,822;-10,529
19,429447;144,947;-14,822;-10,529
19,440955;137,513;-16,747;-7,893
19,441623;137,513;-16,747;-7,893
19,449877;141,354;-16,747;-7,893
19,462513;132,175;-18,939;-2,487
19,463107;132,175;-18,939;-2,487
19,470008;134,078;-18,939;-2,487
19,481253;145,057;-14,933;-7,476
19,481990;145,057;-14,933;-7,476
19,489807;144,862;-14,933;-7,476
19,499830;141,056;-11,889;-1,031
19,500436;141,056;-11,889;-1,031
19,509417;141,938;-11,889;-1,031
19,519504;139,739;-9,852;3,430
19,520146;139,739;-9,852;3,430
19,529079;141,471;-9,852;3,430
19,538526;139,766;-7,671;7,896
19,539094;139,766;-7,671;7,896
19,549328;141,435;-7,671;7,896
19,558036;140,853;-3,436;12,744
19,558615;140,853;-3,436;12,744
19,569718;145,426;-3,436;12,744
19,578689;144,059;-2,873;15,588
19,579325;144,059;-2,873;15,588
19,589136;146,750;-2,873;15,588
19,597432;147,402;-3,873;13,716
19,598192;147,402;-3,873;13,716
19,611783;150,237;-3,873;13,716
19,617195;150,390;-3,535;13,655
19,617910;150,390;-3,535;13,655
19,629748;153,165;-3,535;13,655
19,636526;152,449;1,243;17,604
19,637072;152,449;1,243;17,604
19,649670;155,127;1,243;17,604
19,655835;152,632;5,027;24,852
19,656361;152,632;5,027;24,852
19,669811;155,215;5,027;24,852
19,675389;151,217;8,938;37,727
19,675932;151,217;8,938;37,727
19,689566;155,306;8,938;37,727
19,694563;152,577;9,621;49,631
19,695162;152,577;9,621;49,631
19,710739;156,359;9,621;49,631
19,714095;155,269;8,512;59,754
19,714740;155,269;8,512;59,754
19,729235;157,333;8,512;59,754
19,734109;157,320;2,985;68,392
19,734740;157,320;2,985;68,392
19,749731;159,464;2,985;68,392
19,753586;159,542;-8,250;70,064
19,754223;159,542;-8,250;70,064
19,769544;160,565;-8,250;70,064
19,773150;159,138;-21,290;63,163
19,773837;159,138;-21,290;63,163
19,789428;160,705;-21,290;63,163
19,793930;156,026;-39,884;52,128
19,794447;156,026;-39,884;52,128
19,810363;157,007;-39,884;52,128
19,812121;135,311;-64,060;20,811
19,812665;135,311;-64,060;20,811
19,829752;137,281;-64,060;20,811
19,831662;67,868;-76,221;-24,322
19,832288;67,868;-76,221;-24,322
19,849425;76,227;-76,221;-24,322
19,851169;118,558;-82,194;45,929
19,851707;118,558;-82,194;45,929
19,870221;120,062;-82,194;45,929
19,871041;165,716;-61,742;93,153
19,871552;165,716;-61,742;93,153
19,889631;165,144;-61,742;93,153
19,890481;174,731;-50,457;115,154
19,890973;174,731;-50,457;115,154
19,909990;174,674;-50,457;115,154
19,910789;175,213;-57,979;118,064
19,911345;175,213;-57,979;118,064
19,930104;157,987;-71,605;86,416
19,930682;157,987;-71,605;86,416
19,931403;157,155;-71,605;86,416
19,949409;132,214;-68,774;24,397
19,950061;132,214;-68,774;24,397
19,950694;123,379;-68,774;24,397
19,968324;140,068;-55,361;9,519
19,968816;140,068;-55,361;9,519
19,969327;134,857;-55,361;9,519
19,987719;149,305;-40,813;7,481
19,988320;149,305;-40,813;7,481
19,988919;142,079;-40,813;7,481
20,007582;154,189;-16,118;9,790
20,008190;154,189;-16,118;9,790
20,008766;153,161;-16,118;9,790
20,027506;156,307;-6,191;7,703
20,028093;156,307;-6,191;7,703
20,029399;152,535;-6,191;7,703
20,051520;155,203;-16,839;-5,141
20,052018;155,203;-16,839;-5,141
20,052608;149,918;-16,839;-5,141
20,066173;162,461;-16,630;-20,087
20,066784;162,461;-16,630;-20,087
20,069511;155,029;-16,630;-20,087
20,085701;156,499;-10,914;-18,165
20,086346;156,499;-10,914;-18,165
20,089691;154,088;-10,914;-18,165
20,105415;144,625;-7,467;-5,974
20,106067;144,625;-7,467;-5,974
20,109592;141,279;-7,467;-5,974
20,125967;142,943;-0,859;-2,462
20,126645;142,943;-0,859;-2,462
20,129457;141,026;-0,859;-2,462
20,144524;134,945;-5,891;0,848
20,145182;134,945;-5,891;0,848
20,149544;130,585;-5,891;0,848
20,164323;132,812;-4,940;-1,108
20,164885;132,812;-4,940;-1,108
20,169678;131,000;-4,940;-1,108
20,183691;127,177;-6,247;2,473
20,184259;127,177;-6,247;2,473
20,189437;121,778;-6,247;2,473
20,203006;119,711;-5,669;7,234
20,203600;119,711;-5,669;7,234
20,209634;117,439;-5,669;7,234
20,222771;115,575;-5,540;11,931
20,223295;115,575;-5,540;11,931
20,229965;112,541;-5,540;11,931
20,242019;110,580;-6,831;13,807
20,242659;110,580;-6,831;13,807
20,249301;109,041;-6,831;13,807
20,262141;109,720;-6,753;11,463
20,262824;109,720;-6,753;11,463
20,270025;105,248;-6,753;11,463
20,281134;105,666;-7,127;7,356
20,281930;105,666;-7,127;7,356
20,291434;103,365;-7,127;7,356
20,300498;105,460;-5,778;6,060
20,301045;105,460;-5,778;6,060
20,309305;100,230;-5,778;6,060
20,320003;104,481;-2,986;5,511
20,320564;104,481;-2,986;5,511
20,330404;102,088;-2,986;5,511
20,341695;106,013;-0,556;4,904
20,342425;106,013;-0,556;4,904
20,350623;103,493;-0,556;4,904
20,359017;105,427;-0,889;-0,847
20,359672;105,427;-0,889;-0,847
20,369202;103,881;-0,889;-0,847
20,378949;103,611;-2,292;-6,358
20,379796;103,611;-2,292;-6,358
20,390814;106,537;-2,292;-6,358
20,398789;104,420;-4,110;-10,441
20,399341;104,420;-4,110;-10,441
20,409404;106,987;-4,110;-10,441
20,417810;111,116;-3,890;-13,587
20,418429;111,116;-3,890;-13,587
20,429900;122,792;-3,890;-13,587
20,437347;130,003;-3,936;-16,606
20,437978;130,003;-3,936;-16,606
20,449599;137,307;-3,936;-16,606
20,456957;144,821;-4,486;-19,228
20,457627;144,821;-4,486;-19,228
20,469818;154,366;-4,486;-19,228
20,476583;156,229;-6,678;-20,770
20,477237;156,229;-6,678;-20,770
20,490095;157,587;-6,678;-20,770
20,496346;157,300;-10,426;-22,330
20,497076;157,300;-10,426;-22,330
20,509696;168,708;-10,426;-22,330
20,515558;166,459;-15,866;-23,150
20,516165;166,459;-15,866;-23,150
20,530085;163,764;-15,866;-23,150
20,535068;126,937;-22,150;-20,543
20,535627;126,937;-22,150;-20,543
20,550094;140,153;-22,150;-20,543
20,556731;119,269;-25,164;-19,002
20,557342;119,269;-25,164;-19,002
20,569711;129,234;-25,164;-19,002
20,574574;111,632;-27,496;-16,132
20,575210;111,632;-27,496;-16,132
20,589805;121,945;-27,496;-16,132
20,594067;83,733;-35,772;-13,139
20,594831;83,733;-35,772;-13,139
20,609426;86,825;-35,772;-13,139
20,613276;24,104;-43,633;-23,405
20,613957;24,104;-43,633;-23,405
20,629816;32,211;-43,633;-23,405
20,632844;-37,988;-45,075;-38,270
20,633448;-37,988;-45,075;-38,270
20,649710;-42,611;-45,075;-38,270
20,652315;-48,662;-47,198;-42,704
20,652861;-48,662;-47,198;-42,704
20,669683;-47,720;-47,198;-42,704
20,673833;-13,188;-49,554;-33,458
20,674538;-13,188;-49,554;-33,458
20,689539;-12,654;-49,554;-33,458
20,691622;53,041;-46,902;-15,845
20,692276;53,041;-46,902;-15,845
20,709678;57,079;-46,902;-15,845
20,710746;87,975;-42,354;-2,593
20,711446;87,975;-42,354;-2,593
20,729447;86,723;-42,354;-2,593
20,730458;93,464;-41,923;6,128
20,731000;93,464;-41,923;6,128
20,749936;91,788;-41,923;6,128
20,750839;89,682;-43,984;8,595
20,751374;89,682;-43,984;8,595
20,771677;89,897;-44,632;10,473
20,772297;89,897;-44,632;10,473
20,772952;91,375;-44,632;10,473
20,789058;94,704;-45,489;17,484
20,789782;94,704;-45,489;17,484
20,790464;91,418;-45,489;17,484
20,808793;91,730;-39,691;3,480
20,809455;91,730;-39,691;3,480
20,810323;91,004;-39,691;3,480
20,828624;103,706;-32,208;-6,839
20,829219;103,706;-32,208;-6,839
20,829892;98,399;-32,208;-6,839
20,847952;108,268;-28,666;-11,419
20,848563;108,268;-28,666;-11,419
20,849212;104,020;-28,666;-11,419
20,867416;118,969;-23,732;-13,006
20,868003;118,969;-23,732;-13,006
20,871987;109,930;-23,732;-13,006
20,887547;113,443;-22,245;-12,564
20,888176;113,443;-22,245;-12,564
20,888902;110,013;-22,245;-12,564
20,906658;112,140;-21,391;-12,651
20,907282;112,140;-21,391;-12,651
20,909638;109,935;-21,391;-12,651
20,926276;114,008;-20,514;-15,889
20,926998;114,008;-20,514;-15,889
20,929221;110,517;-20,514;-15,889
20,945051;102,299;-23,930;-18,270
20,945676;102,299;-23,930;-18,270
20,949337;97,482;-23,930;-18,270
20,964754;92,369;-25,504;-20,805
20,965317;92,369;-25,504;-20,805
20,970125;90,810;-25,504;-20,805
20,984206;100,527;-22,239;-24,067
20,984726;100,527;-22,239;-24,067
20,989908;98,835;-22,239;-24,067
21,004435;110,027;-18,075;-22,433
21,005067;110,027;-18,075;-22,433
21,010108;108,102;-18,075;-22,433
21,023828;111,742;-15,733;-19,527
21,024517;111,742;-15,733;-19,527
21,029180;111,636;-15,733;-19,527
21,043120;114,538;-13,976;-19,579
21,043805;114,538;-13,976;-19,579
21,053781;114,600;-13,976;-19,579
21,062550;113,326;-15,444;-21,962
21,063137;113,326;-15,444;-21,962
21,070003;113,361;-15,444;-21,962
21,082097;109,199;-18,671;-25,324
21,082727;109,199;-18,671;-25,324
21,089783;110,188;-18,671;-25,324
21,102898;106,305;-21,094;-27,125
21,103614;106,305;-21,094;-27,125
21,110360;112,371;-21,094;-27,125
21,121372;111,692;-21,172;-25,039
21,122194;111,692;-21,172;-25,039
21,129518;114,068;-21,172;-25,039
21,141085;114,014;-20,800;-22,589
21,141922;114,014;-20,800;-22,589
21,149521;118,402;-20,800;-22,589
21,160736;118,191;-20,171;-18,686
21,161371;118,191;-20,171;-18,686
21,169861;120,602;-20,171;-18,686
21,179934;120,048;-19,733;-14,086
21,180545;120,048;-19,733;-14,086
21,191796;125,547;-19,733;-14,086
21,199467;122,763;-22,604;-9,999
21,200000;122,763;-22,604;-9,999
21,209838;125,606;-22,604;-9,999
21,219633;124,137;-24,749;-11,324
21,220300;124,137;-24,749;-11,324
21,229795;127,611;-24,749;-11,324
21,238860;128,516;-23,140;-8,624
21,239516;128,516;-23,140;-8,624
21,249324;131,971;-23,140;-8,624
21,258259;132,137;-22,816;-11,628
21,258825;132,137;-22,816;-11,628
21,270187;133,270;-22,816;-11,628
21,277845;134,341;-20,381;-12,705
21,278516;134,341;-20,381;-12,705
21,289962;137,917;-20,381;-12,705
21,297124;138,097;-20,311;-6,862
21,297813;138,097;-20,311;-6,862
21,309845;140,328;-20,311;-6,862
21,318947;141,650;-14,625;-4,327
21,319581;141,650;-14,625;-4,327
21,329749;142,805;-14,625;-4,327
21,336240;139,860;-24,840;-13,058
21,336883;139,860;-24,840;-13,058
21,349447;139,687;-24,840;-13,058
21,356103;137,297;-30,057;-18,157
21,356772;137,297;-30,057;-18,157
21,369815;136,620;-30,057;-18,157
21,375722;136,817;-28,783;-26,848
21,376361;136,817;-28,783;-26,848
21,390191;134,696;-28,783;-26,848
21,394727;134,495;-29,726;-34,531
21,395297;134,495;-29,726;-34,531
21,409802;133,998;-29,726;-34,531
21,414086;135,864;-27,441;-36,288
21,414618;135,864;-27,441;-36,288
21,429415;135,636;-27,441;-36,288
21,434875;137,676;-23,911;-34,499
21,435497;137,676;-23,911;-34,499
21,451466;135,853;-23,911;-34,499
21,453082;138,053;-18,682;-30,726
21,453810;138,053;-18,682;-30,726
21,469343;137,587;-18,682;-30,726
21,473111;138,790;-14,971;-28,210
21,473964;138,790;-14,971;-28,210
21,489818;138,279;-14,971;-28,210
21,492747;137,870;-14,282;-24,981
21,493295;137,870;-14,282;-24,981
21,509656;137,184;-14,282;-24,981
21,511997;139,226;-13,991;-31,291
21,512595;139,226;-13,991;-31,291
21,529635;137,452;-13,991;-31,291
21,531353;137,617;-16,565;-35,425
21,531874;137,617;-16,565;-35,425
21,550081;136,885;-16,565;-35,425
21,551129;135,627;-18,838;-36,786
21,551853;135,627;-18,838;-36,786
21,569880;132,260;-18,838;-36,786
21,570811;134,010;-18,466;-38,503
21,571430;134,010;-18,466;-38,503
21,589320;131,536;-18,466;-38,503
21,590219;135,005;-15,532;-38,246
21,590711;135,005;-15,532;-38,246
21,610110;137,791;-8,713;-33,369
21,610773;137,791;-8,713;-33,369
21,611426;134,363;-8,713;-33,369
21,629148;133,085;-4,761;-26,684
21,629796;133,085;-4,761;-26,684
21,630462;131,292;-4,761;-26,684
21,649443;133,144;-3,954;-28,303
21,650145;133,144;-3,954;-28,303
21,650977;129,316;-3,954;-28,303
21,668537;129,072;-7,161;-32,413
21,669217;129,072;-7,161;-32,413
21,669973;126,840;-7,161;-32,413
21,687963;137,242;-6,227;-39,354
21,688712;137,242;-6,227;-39,354
21,689375;132,706;-6,227;-39,354
21,707494;158,159;10,643;-41,867
21,708055;158,159;10,643;-41,867
21,708664;159,000;10,643;-41,867
21,726963;144,368;4,275;-37,373
21,727567;144,368;4,275;-37,373
21,729411;139,941;4,275;-37,373
21,746166;121,785;0,137;-31,846
21,746723;121,785;0,137;-31,846
21,749758;114,314;0,137;-31,846
21,766388;117,234;2,185;-30,206
21,767036;117,234;2,185;-30,206
21,770157;108,243;2,185;-30,206
21,785861;126,097;9,382;-33,629
21,786574;126,097;9,382;-33,629
21,789896;122,050;9,382;-33,629
21,805764;168,828;26,719;-47,917
21,806524;168,828;26,719;-47,917
21,811482;166,363;26,719;-47,917
21,830014;163,254;26,719;-47,917
21,849081;160,230;26,719;-47,917
21,853955;114,406;16,527;-28,958
21,854560;114,406;16,527;-28,958
21,869711;112,823;16,527;-28,958
21,889393;111,548;16,527;-28,958
21,903166;121,565;23,635;-29,377
21,903729;121,565;23,635;-29,377
21,909228;122,422;23,635;-29,377
21,929388;122,648;23,635;-29,377
21,949295;122,531;23,635;-29,377
21,951367;143,575;31,293;-40,310
21,952118;143,575;31,293;-40,310
21,970818;142,700;31,293;-40,310
21,989693;142,721;31,293;-40,310
22,000869;171,139;27,352;-58,406
22,001677;171,139;27,352;-58,406
22,009851;169,562;27,352;-58,406
22,030806;166,672;27,352;-58,406
22,054590;137,782;29,669;-39,070
22,055191;137,782;29,669;-39,070
22,055813;137,635;29,669;-39,070
22,069277;136,757;29,669;-39,070
22,089519;137,362;29,669;-39,070
22,097881;152,251;26,600;-51,189
22,098569;152,251;26,600;-51,189
22,109683;156,016;26,600;-51,189
22,130067;158,428;26,600;-51,189
22,147866;149,702;25,235;-47,379
22,148575;149,702;25,235;-47,379
22,149260;152,269;25,235;-47,379
22,170066;155,158;25,235;-47,379
22,189804;156,525;25,235;-47,379
22,197258;156,394;33,559;-44,112
22,198005;156,394;33,559;-44,112
22,209688;156,944;33,559;-44,112
22,229802;157,737;33,559;-44,112
22,246969;173,605;35,551;-51,722
22,247602;173,605;35,551;-51,722
22,249957;173,875;35,551;-51,722
22,269547;175,187;35,551;-51,722
22,289347;176,294;35,551;-51,722
22,293201;-178,374;37,416;-54,366
22,293853;-178,374;37,416;-54,366
22,309617;-177,402;37,416;-54,366
22,329761;-176,274;37,416;-54,366
22,342246;-179,351;37,281;-52,847
22,342826;-179,351;37,281;-52,847
22,350369;-176,861;37,281;-52,847
22,369777;-175,554;37,281;-52,847
22,389759;-174,311;37,281;-52,847
22,390661;-178,839;51,216;-50,966
22,391206;-178,839;51,216;-50,966
22,409702;-177,699;51,216;-50,966
22,429575;-176,145;51,216;-50,966
22,439897;-137,769;29,458;-64,636
22,440489;-137,769;29,458;-64,636
22,450260;-135,404;29,458;-64,636
22,469718;-135,014;29,458;-64,636
22,489056;-136,442;31,024;-65,152
22,489756;-136,442;31,024;-65,152
22,490432;-136,734;31,024;-65,152
22,511127;-140,878;31,024;-65,152
22,529396;-143,772;31,024;-65,152
22,537636;-125,730;18,900;-66,633
22,538225;-125,730;18,900;-66,633
22,550067;-132,109;18,900;-66,633
22,569455;-139,381;18,900;-66,633
22,586623;-132,064;16,949;-71,263
22,587240;-132,064;16,949;-71,263
22,589879;-137,047;16,949;-71,263
22,610617;-139,959;16,949;-71,263
22,629740;-140,085;16,949;-71,263
22,635468;-146,909;18,763;-62,271
22,636092;-146,909;18,763;-62,271
22,650175;-144,953;18,763;-62,271
22,669867;-142,859;18,763;-62,271
22,684351;-141,325;-7,510;-50,578
22,685003;-141,325;-7,510;-50,578
22,689231;-141,329;-7,510;-50,578
22,710222;-140,553;-7,510;-50,578
22,729739;-140,360;-7,510;-50,578
22,733134;-136,739;-21,044;-44,135
22,733919;-136,739;-21,044;-44,135
22,749885;-134,554;-21,044;-44,135
22,769659;-135,150;-21,044;-44,135
22,782423;-127,065;-35,011;-29,567
22,783113;-127,065;-35,011;-29,567
22,789557;-125,940;-35,011;-29,567
22,809774;-126,709;-35,011;-29,567
22,829969;-125,734;-35,011;-29,567
22,831001;-110,257;-49,306;-12,783
22,831567;-110,257;-49,306;-12,783
22,850003;-109,700;-49,306;-12,783
22,870125;-109,003;-49,306;-12,783
22,880133;-69,961;-56,667;26,959
22,880779;-69,961;-56,667;26,959
22,889392;-69,716;-56,667;26,959
22,909541;-69,685;-56,667;26,959
22,928641;-29,898;-56,814;57,129
22,929275;-29,898;-56,814;57,129
22,930087;-31,885;-56,814;57,129
22,949727;-32,521;-56,814;57,129
22,969593;-33,142;-56,814;57,129
22,977369;-19,144;-49,396;68,913
22,978174;-19,144;-49,396;68,913
22,989807;-19,347;-49,396;68,913
23,009683;-20,741;-49,396;68,913
23,025895;-26,587;-58,217;62,008
23,026527;-26,587;-58,217;62,008
23,029550;-26,628;-58,217;62,008
23,051051;-28,260;-58,217;62,008
23,069667;-29,802;-58,217;62,008
23,075196;37,529;-42,784;106,819
23,075845;37,529;-42,784;106,819
23,091734;34,410;-42,784;106,819
23,109219;31,134;-42,784;106,819
23,125104;50,996;-26,097;109,651
23,125883;50,996;-26,097;109,651
23,129777;46,737;-26,097;109,651
23,149292;42,864;-26,097;109,651
23,169187;39,310;-26,097;109,651
23,174599;7,999;-25,833;92,665
23,175275;7,999;-25,833;92,665
23,190833;6,282;-25,833;92,665
23,210010;5,990;-25,833;92,665
23,221319;49,565;-15,278;113,071
23,222032;49,565;-15,278;113,071
23,229864;45,649;-15,278;113,071
23,249874;43,103;-15,278;113,071
23,270000;40,872;-15,278;113,071
23,270922;56,557;-2,711;114,130
23,271405;56,557;-2,711;114,130
23,290103;55,230;-2,711;114,130
23,310625;51,598;-2,711;114,130
23,319354;66,396;2,723;125,497
23,319990;66,396;2,723;125,497
23,329404;64,339;2,723;125,497
23,349444;61,159;2,723;125,497
23,367907;61,652;9,636;111,494
23,368478;61,652;9,636;111,494
23,369127;59,886;9,636;111,494
23,389534;56,886;9,636;111,494
23,409410;56,808;9,636;111,494
23,416551;60,536;9,299;116,737
23,417183;60,536;9,299;116,737
23,430681;58,589;9,299;116,737
23,449582;57,301;9,299;116,737
23,465917;90,991;29,327;123,201
23,466757;90,991;29,327;123,201
23,470076;88,580;29,327;123,201
23,489895;87,358;29,327;123,201
23,509743;85,728;29,327;123,201
23,513916;84,562;28,859;124,420
23,514472;84,562;28,859;124,420
23,529541;84,052;28,859;124,420
23,550437;83,346;28,859;124,420
23,564712;81,719;29,384;131,531
23,566399;81,719;29,384;131,531
23,570558;82,576;29,384;131,531
23,590792;81,308;29,384;131,531
23,610805;82,247;29,384;131,531
23,612943;93,576;56,652;155,505
23,614336;93,576;56,652;155,505
23,631281;95,064;56,652;155,505
23,650450;96,256;56,652;155,505
23,661678;87,269;45,064;154,456
23,662856;87,269;45,064;154,456
23,674003;86,137;45,064;154,456
23,691578;86,112;45,064;154,456
23,712323;87,551;53,830;163,483
23,714278;87,551;53,830;163,483
23,715931;87,911;53,830;163,483
23,731429;87,851;53,830;163,483
23,751196;85,647;53,830;163,483
23,760544;62,896;48,604;-167,617
23,762029;62,896;48,604;-167,617
23,773078;62,368;48,604;-167,617
23,791529;61,149;48,604;-167,617
23,808778;52,393;55,350;-147,111
23,810141;52,393;55,350;-147,111
23,811454;52,170;55,350;-147,111
23,830397;50,395;55,350;-147,111
23,850846;51,238;55,350;-147,111
23,858749;49,017;50,027;-149,135
23,860135;49,017;50,027;-149,135
23,873214;44,010;50,027;-149,135
23,892532;43,396;50,027;-149,135
23,907692;30,625;38,255;-123,019
23,909627;30,625;38,255;-123,019
23,911375;30,256;38,255;-123,019
23,930507;30,112;38,255;-123,019
23,950479;28,914;38,255;-123,019
23,957334;40,792;58,688;-117,457
23,959004;40,792;58,688;-117,457
23,971313;43,755;58,688;-117,457
23,990905;47,002;58,688;-117,457
24,004724;39,310;53,069;-117,152
24,006298;39,310;53,069;-117,152
24,010051;40,667;53,069;-117,152
24,030202;38,810;53,069;-117,152
24,055106;38,419;53,069;-117,152
24,057631;28,725;31,482;-85,890
24,059424;28,725;31,482;-85,890
24,071907;29,168;31,482;-85,890
24,091011;29,303;31,482;-85,890
24,105694;24,604;28,167;-93,655
24,107364;24,604;28,167;-93,655
24,110913;23,102;28,167;-93,655
24,130863;21,981;28,167;-93,655
24,155107;19,955;28,167;-93,655
24,158253;22,917;15,277;-81,339
24,160122;22,917;15,277;-81,339
24,172053;22,242;15,277;-81,339
24,191202;22,150;15,277;-81,339
24,199662;26,752;17,228;-76,679
24,201193;26,752;17,228;-76,679
24,211387;26,492;17,228;-76,679
24,230499;23,977;17,228;-76,679
24,249705;24,346;12,647;-73,704
24,251374;24,346;12,647;-73,704
24,253187;22,861;12,647;-73,704
24,271208;21,937;12,647;-73,704
24,291762;20,019;12,647;-73,704
24,296736;15,635;9,254;-74,622
24,298040;15,635;9,254;-74,622
24,310352;15,070;9,254;-74,622
24,331493;15,218;9,254;-74,622
24,346992;30,273;-1,107;-63,254
24,348429;30,273;-1,107;-63,254
24,350190;29,075;-1,107;-63,254
24,371511;35,694;-1,107;-63,254
